Wahlkreis;Wahlkreis-Bez;Land;Regierungsbezirk;Kreis;Verbandsgemeinde;Gemeinde;Landname;RegBez-Name;Kreisname;GemVerband-Name;Gemeindename;Gemeindeteil;Wahlkreis-von;Wahlkreis-bis;PLZ-GemVerwaltung;PLZ-mehrere
38;Osnabrück-Land;3;4;59;5403;11;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Fürstenau;Bippen;;;;49626;
38;Osnabrück-Land;3;4;59;0;12;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Bissendorf;;;;49143;
38;Osnabrück-Land;3;4;59;0;13;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Bohmte;;;;49163;
38;Osnabrück-Land;3;4;59;0;14;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Bramsche, Stadt;;;;49565;
38;Osnabrück-Land;3;4;59;0;15;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Dissen am Teutoburger Wald, Stadt;;;;49201;
38;Osnabrück-Land;3;4;59;5402;16;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Bersenbrück;Eggermühlen;;;;49577;
38;Osnabrück-Land;3;4;59;5403;17;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Fürstenau;Fürstenau, Stadt;;;;49584;
38;Osnabrück-Land;3;4;59;5402;18;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Bersenbrück;Gehrde;;;;49596;
38;Osnabrück-Land;3;4;59;0;22;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Hilter am Teutoburger Wald;;;;49176;
38;Osnabrück-Land;3;4;59;5402;23;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Bersenbrück;Kettenkamp;;;;49577;
38;Osnabrück-Land;3;4;59;0;24;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Melle, Stadt;;;;49324;*****
38;Osnabrück-Land;3;4;59;5401;25;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Artland;Menslage;;;;49637;
38;Osnabrück-Land;3;4;59;5404;26;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Neuenkirchen;Merzen;;;;49586;
38;Osnabrück-Land;3;4;59;5404;27;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Neuenkirchen;Neuenkirchen;;;;49586;
38;Osnabrück-Land;3;4;59;5401;28;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Artland;Nortrup;;;;49638;
38;Osnabrück-Land;3;4;59;0;29;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Ostercappeln;;;;49179;
38;Osnabrück-Land;3;4;59;5401;30;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Artland;Quakenbrück, Stadt;;;;49610;
38;Osnabrück-Land;3;4;59;5402;31;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Bersenbrück;Rieste;;;;49597;
38;Osnabrück-Land;3;4;59;5404;32;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;Samtgemeinde Neuenkirchen;Voltlage;;;;49599;
38;Osnabrück-Land;3;4;59;0;34;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Glandorf;;;;49219;
39;Stadt Osnabrück;3;4;4;0;0;Niedersachsen;Statistische Region Weser-Ems;Osnabrück, Stadt;;Osnabrück, Stadt;;;;49074;*****
39;Stadt Osnabrück;3;4;59;0;8;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Belm;;;;49191;
39;Stadt Osnabrück;3;4;59;0;19;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Georgsmarienhütte, Stadt;;;;49124;
39;Stadt Osnabrück;3;4;59;0;20;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Hagen am Teutoburger Wald;;;;49170;
39;Stadt Osnabrück;3;4;59;0;21;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Hasbergen;;;;49205;
39;Stadt Osnabrück;3;4;59;0;33;Niedersachsen;Statistische Region Weser-Ems;Osnabrück;;Wallenhorst;;;;49134;
40;Nienburg II – Schaumburg;3;2;56;5406;1;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Marklohe;Balge;;;;31609;
40;Nienburg II – Schaumburg;3;2;56;5405;2;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Liebenau;Binnen;;;;31619;
40;Nienburg II – Schaumburg;3;2;56;5402;5;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Heemsen;Drakenburg, Flecken;;;;31623;
40;Nienburg II – Schaumburg;3;2;56;5410;6;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Mittelweser;Estorf;;;;31629;
40;Nienburg II – Schaumburg;3;2;56;5402;11;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Heemsen;Haßbergen;;;;31626;
40;Nienburg II – Schaumburg;3;2;56;5402;12;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Heemsen;Heemsen;;;;31622;
40;Nienburg II – Schaumburg;3;2;56;5410;16;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Mittelweser;Husum;;;;31632;
40;Nienburg II – Schaumburg;3;2;56;5410;17;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Mittelweser;Landesbergen;;;;31628;
40;Nienburg II – Schaumburg;3;2;56;5410;18;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Mittelweser;Leese;;;;31633;
40;Nienburg II – Schaumburg;3;2;56;5405;19;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Liebenau;Liebenau, Flecken;;;;31618;
40;Nienburg II – Schaumburg;3;2;56;5407;20;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Steimbke;Linsburg;;;;31636;
40;Nienburg II – Schaumburg;3;2;56;5406;21;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Marklohe;Marklohe;;;;31608;
40;Nienburg II – Schaumburg;3;2;56;0;22;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);;Nienburg (Weser), Stadt;;;;31582;
40;Nienburg II – Schaumburg;3;2;56;5405;23;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Liebenau;Pennigsehl;;;;31621;
40;Nienburg II – Schaumburg;3;2;56;0;25;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);;Rehburg-Loccum, Stadt;;;;31547;
40;Nienburg II – Schaumburg;3;2;56;5407;26;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Steimbke;Rodewald;;;;31637;
40;Nienburg II – Schaumburg;3;2;56;5402;27;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Heemsen;Rohrsen;;;;31627;
40;Nienburg II – Schaumburg;3;2;56;5407;29;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Steimbke;Steimbke;;;;31634;
40;Nienburg II – Schaumburg;3;2;56;0;30;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);;Steyerberg, Flecken;;;;31595;
40;Nienburg II – Schaumburg;3;2;56;5407;31;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Steimbke;Stöckse;;;;31638;
40;Nienburg II – Schaumburg;3;2;56;5410;32;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Mittelweser;Stolzenau;;;;31592;
40;Nienburg II – Schaumburg;3;2;56;5406;36;Niedersachsen;Statistische Region Hannover;Nienburg (Weser);Samtgemeinde Marklohe;Wietzen;;;;31613;
40;Nienburg II – Schaumburg;3;2;57;5401;1;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Eilsen;Ahnsen;;;;31708;
40;Nienburg II – Schaumburg;3;2;57;5406;2;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Rodenberg;Apelern;;;;31552;
40;Nienburg II – Schaumburg;3;2;57;0;3;Niedersachsen;Statistische Region Hannover;Schaumburg;;Auetal;;;;31749;
40;Nienburg II – Schaumburg;3;2;57;5407;4;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Sachsenhagen;Auhagen;;;;31553;
40;Nienburg II – Schaumburg;3;2;57;5401;5;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Eilsen;Bad Eilsen;;;;31707;
40;Nienburg II – Schaumburg;3;2;57;5403;6;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Nenndorf;Bad Nenndorf, Stadt;;;;31542;
40;Nienburg II – Schaumburg;3;2;57;5402;7;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Lindhorst;Beckedorf;;;;31699;*****
40;Nienburg II – Schaumburg;3;2;57;5401;8;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Eilsen;Buchholz;;;;31710;
40;Nienburg II – Schaumburg;3;2;57;0;9;Niedersachsen;Statistische Region Hannover;Schaumburg;;Bückeburg, Stadt;;;;31675;
40;Nienburg II – Schaumburg;3;2;57;5407;10;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Sachsenhagen;Hagenburg, Flecken;;;;31558;
40;Nienburg II – Schaumburg;3;2;57;5403;11;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Nenndorf;Haste;;;;31559;
40;Nienburg II – Schaumburg;3;2;57;5401;12;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Eilsen;Heeßen;;;;31707;
40;Nienburg II – Schaumburg;3;2;57;5405;13;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Nienstädt;Helpsen;;;;31691;
40;Nienburg II – Schaumburg;3;2;57;5405;14;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Nienstädt;Hespe;;;;31693;
40;Nienburg II – Schaumburg;3;2;57;5402;15;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Lindhorst;Heuerßen;;;;31700;
40;Nienburg II – Schaumburg;3;2;57;5403;16;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Nenndorf;Hohnhorst;;;;31559;
40;Nienburg II – Schaumburg;3;2;57;5406;17;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Rodenberg;Hülsede;;;;31867;
40;Nienburg II – Schaumburg;3;2;57;5406;18;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Rodenberg;Lauenau, Flecken;;;;31867;
40;Nienburg II – Schaumburg;3;2;57;5404;19;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Niedernwöhren;Lauenhagen;;;;31714;
40;Nienburg II – Schaumburg;3;2;57;5402;20;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Lindhorst;Lindhorst;;;;31698;
40;Nienburg II – Schaumburg;3;2;57;5402;21;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Lindhorst;Lüdersfeld;;;;31702;
40;Nienburg II – Schaumburg;3;2;57;5401;22;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Eilsen;Luhden;;;;31711;
40;Nienburg II – Schaumburg;3;2;57;5404;23;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Niedernwöhren;Meerbeck;;;;31715;
40;Nienburg II – Schaumburg;3;2;57;5406;24;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Rodenberg;Messenkamp;;;;31867;
40;Nienburg II – Schaumburg;3;2;57;5404;25;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Niedernwöhren;Niedernwöhren;;;;31712;
40;Nienburg II – Schaumburg;3;2;57;5405;26;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Nienstädt;Nienstädt;;;;31688;
40;Nienburg II – Schaumburg;3;2;57;5404;27;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Niedernwöhren;Nordsehl;;;;31717;
40;Nienburg II – Schaumburg;3;2;57;0;28;Niedersachsen;Statistische Region Hannover;Schaumburg;;Obernkirchen, Stadt;;;;31683;
40;Nienburg II – Schaumburg;3;2;57;5406;29;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Rodenberg;Pohle;;;;31867;
40;Nienburg II – Schaumburg;3;2;57;5404;30;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Niedernwöhren;Pollhagen;;;;31718;
40;Nienburg II – Schaumburg;3;2;57;0;31;Niedersachsen;Statistische Region Hannover;Schaumburg;;Rinteln, Stadt;;;;31737;
40;Nienburg II – Schaumburg;3;2;57;5406;32;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Rodenberg;Rodenberg, Stadt;;;;31552;
40;Nienburg II – Schaumburg;3;2;57;5407;33;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Sachsenhagen;Sachsenhagen, Stadt;;;;31553;
40;Nienburg II – Schaumburg;3;2;57;5405;34;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Nienstädt;Seggebruch;;;;31691;
40;Nienburg II – Schaumburg;3;2;57;0;35;Niedersachsen;Statistische Region Hannover;Schaumburg;;Stadthagen, Stadt;;;;31655;
40;Nienburg II – Schaumburg;3;2;57;5403;36;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Nenndorf;Suthfeld;;;;31555;
40;Nienburg II – Schaumburg;3;2;57;5404;37;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Niedernwöhren;Wiedensahl, Flecken;;;;31719;
40;Nienburg II – Schaumburg;3;2;57;5407;38;Niedersachsen;Statistische Region Hannover;Schaumburg;Samtgemeinde Sachsenhagen;Wölpinghausen;;;;31556;
41;Stadt Hannover I;3;2;41;0;1;Niedersachsen;Statistische Region Hannover;Region Hannover;;Hannover, Landeshauptstadt;1;41;42;30159;*****
42;Stadt Hannover II;3;2;41;0;1;Niedersachsen;Statistische Region Hannover;Region Hannover;;Hannover, Landeshauptstadt;2;41;42;30159;*****
43;Hannover-Land I;3;2;41;0;3;Niedersachsen;Statistische Region Hannover;Region Hannover;;Burgdorf, Stadt;;;;31303;
43;Hannover-Land I;3;2;41;0;4;Niedersachsen;Statistische Region Hannover;Region Hannover;;Burgwedel, Stadt;;;;30938;
43;Hannover-Land I;3;2;41;0;5;Niedersachsen;Statistische Region Hannover;Region Hannover;;Garbsen, Stadt;;;;30823;*****
43;Hannover-Land I;3;2;41;0;8;Niedersachsen;Statistische Region Hannover;Region Hannover;;Isernhagen;;;;30916;
43;Hannover-Land I;3;2;41;0;10;Niedersachsen;Statistische Region Hannover;Region Hannover;;Langenhagen, Stadt;;;;30853;*****
43;Hannover-Land I;3;2;41;0;12;Niedersachsen;Statistische Region Hannover;Region Hannover;;Neustadt am Rübenberge, Stadt;;;;31535;
43;Hannover-Land I;3;2;41;0;19;Niedersachsen;Statistische Region Hannover;Region Hannover;;Wedemark;;;;30900;
43;Hannover-Land I;3;2;41;0;21;Niedersachsen;Statistische Region Hannover;Region Hannover;;Wunstorf, Stadt;;;;31515;
44;Celle – Uelzen;3;3;51;5404;1;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Wathlingen;Adelheidsdorf;;;;29352;
44;Celle – Uelzen;3;3;51;5403;2;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Lachendorf;Ahnsbeck;;;;29353;
44;Celle – Uelzen;3;3;51;5403;3;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Lachendorf;Beedenbostel;;;;29355;
44;Celle – Uelzen;3;3;51;0;4;Niedersachsen;Statistische Region Lüneburg;Celle;;Bergen, Stadt;;;;29303;
44;Celle – Uelzen;3;3;51;5402;5;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Flotwedel;Bröckel;;;;29356;
44;Celle – Uelzen;3;3;51;0;6;Niedersachsen;Statistische Region Lüneburg;Celle;;Celle, Stadt;;;;29221;*****
44;Celle – Uelzen;3;3;51;5402;7;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Flotwedel;Eicklingen;;;;29358;
44;Celle – Uelzen;3;3;51;5403;8;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Lachendorf;Eldingen;;;;29351;
44;Celle – Uelzen;3;3;51;0;10;Niedersachsen;Statistische Region Lüneburg;Celle;;Faßberg;;;;29328;
44;Celle – Uelzen;3;3;51;0;12;Niedersachsen;Statistische Region Lüneburg;Celle;;Hambühren;;;;29313;
44;Celle – Uelzen;3;3;51;5403;15;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Lachendorf;Hohne;;;;29362;
44;Celle – Uelzen;3;3;51;5403;16;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Lachendorf;Lachendorf;;;;29331;
44;Celle – Uelzen;3;3;51;5402;17;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Flotwedel;Langlingen;;;;29364;
44;Celle – Uelzen;3;3;51;5404;18;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Wathlingen;Nienhagen;;;;29336;
44;Celle – Uelzen;3;3;51;5404;21;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Wathlingen;Wathlingen;;;;29339;
44;Celle – Uelzen;3;3;51;5402;22;Niedersachsen;Statistische Region Lüneburg;Celle;Samtgemeinde Flotwedel;Wienhausen, Klostergemeinde;;;;29342;
44;Celle – Uelzen;3;3;51;0;23;Niedersachsen;Statistische Region Lüneburg;Celle;;Wietze;;;;29323;
44;Celle – Uelzen;3;3;51;0;24;Niedersachsen;Statistische Region Lüneburg;Celle;;Winsen (Aller);;;;29308;*****
44;Celle – Uelzen;3;3;51;0;25;Niedersachsen;Statistische Region Lüneburg;Celle;;Eschede;;;;29348;*****
44;Celle – Uelzen;3;3;51;0;26;Niedersachsen;Statistische Region Lüneburg;Celle;;Südheide;;;;29320;*****
44;Celle – Uelzen;3;3;51;9501;501;Niedersachsen;Statistische Region Lüneburg;Celle;;Lohheide, gemfr. Bezirk;;;;29303;
44;Celle – Uelzen;3;3;60;5407;1;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Altenmedingen;;;;29575;
44;Celle – Uelzen;3;3;60;5407;2;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Bad Bevensen, Stadt;;;;29549;
44;Celle – Uelzen;3;3;60;5407;3;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Barum;;;;29576;
44;Celle – Uelzen;3;3;60;0;4;Niedersachsen;Statistische Region Lüneburg;Uelzen;;Bienenbüttel;;;;29553;
44;Celle – Uelzen;3;3;60;5408;5;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Aue;Bad Bodenteich, Flecken;;;;29389;
44;Celle – Uelzen;3;3;60;5407;6;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Ebstorf,Klosterflecken;;;;29574;
44;Celle – Uelzen;3;3;60;5405;7;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Suderburg;Eimke;;;;29578;
44;Celle – Uelzen;3;3;60;5407;8;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Emmendorf;;;;29579;
44;Celle – Uelzen;3;3;60;5405;9;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Suderburg;Gerdau;;;;29581;
44;Celle – Uelzen;3;3;60;5407;10;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Hanstedt;;;;29582;
44;Celle – Uelzen;3;3;60;5407;11;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Himbergen;;;;29584;
44;Celle – Uelzen;3;3;60;5407;12;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Jelmstorf;;;;29585;
44;Celle – Uelzen;3;3;60;5408;13;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Aue;Lüder;;;;29394;
44;Celle – Uelzen;3;3;60;5407;14;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Natendorf;;;;29587;
44;Celle – Uelzen;3;3;60;5404;15;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Rosche;Oetzen;;;;29588;
44;Celle – Uelzen;3;3;60;5404;16;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Rosche;Rätzlingen;;;;29590;
44;Celle – Uelzen;3;3;60;5407;17;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Römstedt;;;;29591;
44;Celle – Uelzen;3;3;60;5404;18;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Rosche;Rosche;;;;29571;
44;Celle – Uelzen;3;3;60;5407;19;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Schwienau;;;;29593;
44;Celle – Uelzen;3;3;60;5408;20;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Aue;Soltendieck;;;;29594;
44;Celle – Uelzen;3;3;60;5404;22;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Rosche;Stoetze;;;;29597;
44;Celle – Uelzen;3;3;60;5405;23;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Suderburg;Suderburg;;;;29556;
44;Celle – Uelzen;3;3;60;5404;24;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Rosche;Suhlendorf;;;;29562;
44;Celle – Uelzen;3;3;60;0;25;Niedersachsen;Statistische Region Lüneburg;Uelzen;;Uelzen, Hansestadt;;;;29525;
44;Celle – Uelzen;3;3;60;5407;26;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Weste;;;;29599;
44;Celle – Uelzen;3;3;60;5407;29;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Bevensen-Ebstorf;Wriedel;;;;29565;
44;Celle – Uelzen;3;3;60;5408;30;Niedersachsen;Statistische Region Lüneburg;Uelzen;Samtgemeinde Aue;Wrestedt;;;;29559;
45;Gifhorn – Peine;3;1;51;5406;1;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Papenteich;Adenbüttel;;;;38528;
45;Gifhorn – Peine;3;1;51;5404;6;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Isenbüttel;Calberlah;;;;38547;
45;Gifhorn – Peine;3;1;51;5403;7;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Hankensbüttel;Dedelstorf;;;;29386;
45;Gifhorn – Peine;3;1;51;0;9;Niedersachsen;Statistische Region Braunschweig;Gifhorn;;Gifhorn, Stadt;;;;38518;*****
45;Gifhorn – Peine;3;1;51;5407;10;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Wesendorf;Groß Oesingen;;;;29393;
45;Gifhorn – Peine;3;1;51;5403;11;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Hankensbüttel;Hankensbüttel;;;;29386;
45;Gifhorn – Peine;3;1;51;5405;12;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Meinersen;Hillerse;;;;38543;
45;Gifhorn – Peine;3;1;51;5404;13;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Isenbüttel;Isenbüttel;;;;38550;
45;Gifhorn – Peine;3;1;51;5405;15;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Meinersen;Leiferde;;;;38542;
45;Gifhorn – Peine;3;1;51;5406;16;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Papenteich;Meine;;;;38527;
45;Gifhorn – Peine;3;1;51;5405;17;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Meinersen;Meinersen;;;;38536;
45;Gifhorn – Peine;3;1;51;5405;18;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Meinersen;Müden (Aller);;;;38539;
45;Gifhorn – Peine;3;1;51;5403;19;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Hankensbüttel;Obernholz;;;;29386;
45;Gifhorn – Peine;3;1;51;5404;22;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Isenbüttel;Ribbesbüttel;;;;38551;
45;Gifhorn – Peine;3;1;51;5406;23;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Papenteich;Rötgesbüttel;;;;38531;
45;Gifhorn – Peine;3;1;51;0;25;Niedersachsen;Statistische Region Braunschweig;Gifhorn;;Sassenburg;;;;38524;
45;Gifhorn – Peine;3;1;51;5407;26;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Wesendorf;Schönewörde;;;;29396;
45;Gifhorn – Peine;3;1;51;5406;27;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Papenteich;Schwülper;;;;38179;
45;Gifhorn – Peine;3;1;51;5403;28;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Hankensbüttel;Sprakensehl;;;;29365;
45;Gifhorn – Peine;3;1;51;5403;29;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Hankensbüttel;Steinhorst;;;;29367;
45;Gifhorn – Peine;3;1;51;5407;33;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Wesendorf;Ummern;;;;29369;
45;Gifhorn – Peine;3;1;51;5406;34;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Papenteich;Vordorf;;;;38533;*****
45;Gifhorn – Peine;3;1;51;5407;35;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Wesendorf;Wagenhoff;;;;38559;
45;Gifhorn – Peine;3;1;51;5407;36;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Wesendorf;Wahrenholz;;;;29399;
45;Gifhorn – Peine;3;1;51;5404;37;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Isenbüttel;Wasbüttel;;;;38553;
45;Gifhorn – Peine;3;1;51;5407;38;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Wesendorf;Wesendorf;;;;29392;
45;Gifhorn – Peine;3;1;51;0;40;Niedersachsen;Statistische Region Braunschweig;Gifhorn;;Wittingen, Stadt;;;;29378;*****
45;Gifhorn – Peine;3;1;51;5406;41;Niedersachsen;Statistische Region Braunschweig;Gifhorn;Samtgemeinde Papenteich;Didderse;;;;38530;
45;Gifhorn – Peine;3;1;57;0;1;Niedersachsen;Statistische Region Braunschweig;Peine;;Edemissen;;;;31234;
45;Gifhorn – Peine;3;1;57;0;2;Niedersachsen;Statistische Region Braunschweig;Peine;;Hohenhameln;;;;31249;
45;Gifhorn – Peine;3;1;57;0;5;Niedersachsen;Statistische Region Braunschweig;Peine;;Lengede;;;;38268;
45;Gifhorn – Peine;3;1;57;0;6;Niedersachsen;Statistische Region Braunschweig;Peine;;Peine, Stadt;;;;31224;*****
45;Gifhorn – Peine;3;1;57;0;7;Niedersachsen;Statistische Region Braunschweig;Peine;;Vechelde;;;;38159;
